LexGram	Gloss1	Gloss2	GramCat	VarPron	GramStr	SemF	Syn	Samples	Comm	NSC	Coll	Lang1	Lang2	Date	Rec	Doc	Nbk	Strg	Date added
ʔalokʰi	behind		adposition					The boy is behind the girl	same as "after"	TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 60, #20	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔalu	purple		adjective			color		purple grape		TS	LK	KSW		9/6/2012	Session2OfficeMsTriSaPart3		nbk 1, page 19, #22	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔameɲa	before		adposition					The boy is before the girl	same as "in front of"	TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 60, #23	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔameɲa	in front of		phrase					The boy is in front of the girl	same as "before"	TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 60, #22	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔanariba	hour		noun			time		The train arrived on the hour		TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 58, #8	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔapɔ	yellow		adjective			color		yellow banana; my yellow banana; two yellow bananas		TS	LK	KSW		9/6/2012	Session2OfficeMsTriSaPart3		nbk 1, page 18, #14	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔapɔ	yellow		adjective			color		The lions are yellow		TS	LK	KSW		10/4/2012	ThurOct4of2012Office1pmHannahLapSiyun		nbk 1, page 43, #10	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔapʰamɛn	apartment		noun			buildings				TS	LK	KSW		11/1/2012	ThurNov1of2012at1pm		nbk 1, page 52, #17	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔapʰu	short		adjective					short man/woman; I/you/he/she/we/y'all/they (be) short		TS	LK	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaLapp		nbk 1, page 35, #44	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔasətɔkli	chapter		noun							TS	LK	KSW		11/1/2012	ThurNov1of2012at1pm		nbk 1, page 52, #23	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔasʰəkətɔ	on time		adverb			time	pasʰɛpakətɔ	The train arrived on time		TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 58, #8	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔatɔ	big		adjective					big man/woman; I/you/he/she/we/y'all/they (be) big		TS	LK	KSW		9/27/2012	ThuSept27Office1pm		nbk 1, page 36, #1	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔatʃi	small		adjective					small man/woman; I/you/he/she/we/y'all/they (be) small		TS	LK	KSW		9/27/2012	ThuSept27Office1pm		nbk 1, page 36, #4	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔaxə	heavy		adjective					heavy man/woman; I/you/he/she/we/y'all/they (be) heavy		TS	LK	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaLapp		nbk 1, page 36, #49	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔaθaki	middle		adjective							TS	LK	KSW		11/1/2012	ThurNov1of2012at1pm		nbk 1, page 53, #29	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔɔ	drink		verb			food		I drink milk; I eat cereal and drink milk for breakfast		NB	LK	KSW		10/17/2012	Wed17Octof2012officeMrNayBlu4pmLap.mp10		nbk 1, page 46, #8	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔɔɣɔ	red		adjective			color		red apple; one red apple		TS	LK	KSW		9/6/2012	Session2OfficeMsTriSaPart3		nbk 1, page 18, #4	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔopʰle	born		verb					She was born on 5/14/1990		TS	LK	KSW		9/20/2012	ThuSept20of2012TriSaZiyunHannahLapp		nbk 1, page 40, #30	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔotɔ	have	possessive (e.g., "I have a book")	verb							TS	LK	KSW		10/25/2012	ThurOct25of2012at1pm		nbk 1, page 49, #1	laptop and DT101 G2 16GB thumbdrive	Fall 2012
ʔu	stay		verb							TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 59, #18	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θa	body/heart		noun			body		I wash myself/I shave myself		NB	LK	KSW		10/17/2012	Wed17Octof2012officeMrNayBlu4pmLap.mp17		nbk 1, page 48, #29	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θa plu	crazy		adjective							TS	LK	KSW		9/27/2012	ThuSept27Office1pm 		nbk 1, page 41, #2	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θa plu	thank you		phrase							TS	LK	KSW		9/27/2012	ThuSept27Office1pm 		nbk 1, page 41, #1	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θapʰwi tɛlɛ	have fun		verb					The students had fun on their field trip		TS	LK	KSW		10/4/2012	ThurOct4of2012Office1pmHannahLapSiyun		nbk 1, page 43, #15	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θapwa	old		adjective					old man/woman; I/you/he/she/we/y'all/they (be) old		TS	LK	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaLapp		nbk 1, page 33, #15	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θasa	young		adjective					young man/woman; I/you/he/she/we/y'all/they (be) young		TS	LK	KSW		9/13/2012	ThuSept13of2012OfficeMsTriSaLapp		nbk 1, page 33, #3	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θɔ	day	24 hrs	noun			time				TS	LK	KSW		9/20/2012	ThuSept20of2012TriSaZiyunHannahLapp		nbk 1, page 38, #1	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θə nari	3 o'clock		phrase			time		The train arrived at 3 o'clock		TS	LK	KSW		11/29/2012	ThurNov29of2012OfficeHannahLapSiyun		nbk 1, page 58, #10	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θekəʃa	wash		verb				makəʃa	I wash my face; I wash myself; You wash yourself; We wash ourselves		NB	LK	KSW		10/17/2012	Wed17Octof2012officeMrNayBlu4pmLap.mp13		nbk 1, page 46, #11	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θəla	January		noun			time		This month is January		TS	LK	KSW		9/20/2012	ThuSept20of2012TriSaZiyunHannahLapp		nbk 1, page 38, #10	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θəpapɔti	carrot		noun			food,plants		yellow carrot		TS	LK	KSW		9/6/2012	Session2OfficeMsTriSaPart3		nbk 1, page 19, #23	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θəpapʰɔ	cauliflower		noun			food,plants		white cauliflower		TS	LK	KSW		9/6/2012	Session2OfficeMsTriSaPart3		nbk 1, page 19, #27	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θɨma	smart*SEE COMM		adjective						TS describes as "smart at a job", possibly "hard-working"?	TS	LK	KSW		9/27/2012	ThuSept27Office1pm		nbk 1, page 36, #7	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θutɔ	build		verb					He builds the house; He begins the house; He begins to build the house		TS	LK	KSW		11/1/2012	ThurNov1of2012at1pm		nbk 1, page 52, #15	laptop and DT101 G2 16GB thumbdrive	Fall 2012
θwekɔ	March		noun			time		This month is March		TS	LK	KSW		9/20/2012	ThuSept20of2012TriSaZiyunHannahLapp		nbk 1, page 38, #12	laptop and DT101 G2 16GB thumbdrive	Fall 2012
 aʁi	bone		noun	əʁi		nature,body				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
 aθasʰʌsʰʌ 	patient (with) 	patience 	verb							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
 ɣɔkʰɔ	morning		noun			time				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
 kɔsʰʌ	border		noun	 kɔsʰa						TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
 kʰwɛ	sweep		verb							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
 ko t͡ʃʰwɔkəbli	slice of bread		noun	 ko t͡ʃwɔkəbli		food	ko əkɪ́ː or əké			ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
 lɔkʰi	behind		adposition							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
 mɔ̃	mother		noun			people				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
 pʰot͡ʃit͡ʃipʰo	smaller		adjective							TS	LLF			9/5/2012	Session1OfficeMsTriSaPart2		1	Computer & 32GB Flashdrive	Fall 2012
 sʰiʔ	run		verb							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
 taʔakʰodʊ	on the roof		phrase			house				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
 tʰi	see		verb							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
 tʰɰo apa 	male bird		phrase	 tʰwo apa 		animals				ETP	LLF			8/29/2012	Class Session 2		1	Computer & 32GB Flashdrive	Fall 2012
 tʰɰo kibe 	two birds		phrase	 tʰwo kibe 						ETP	LLF			8/29/2012	Class Session 2		1	Computer & 32GB Flashdrive	Fall 2012
 tʰɰo luibe 	four birds		phrase	 tʰwo luibe 		animals				ETP	LLF			8/29/2012	Class Session 2		1	Computer & 32GB Flashdrive	Fall 2012
 tʰɰo θebe 	three birds		phrase	 tʰwo θebe 						ETP	LLF			8/29/2012	Class Session 2		1	Computer & 32GB Flashdrive	Fall 2012
 tʰwo ʒebe 	five birds		phrase	 tʰɰo ʝebe 		animals				ETP	LLF			8/29/2012	Class Session 2		1	Computer & 32GB Flashdrive	Fall 2012
 t͡ʃɔ	older brother		noun	d͡ʒɔ						NB	LLF			10/24/2012	Oct24Office4pmHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
 t͡ʃiji	how long		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
 t͡ʃu	hand		noun			body				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
 θexʊ 	wash		verb							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
abeʔ	delicious		adjective			food	wiː			TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
ablaː	not real		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
abʌsʌ	between		adposition							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
aduʔ	team		noun							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
akapʰa	next to		adposition							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
akəsu	between		adposition	akət͡ʃu						TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
akəθa	between		adposition							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
akʰa	time		noun			time				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
akʰa 	when		pronoun, interrogative							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
akʰodʊ	roof		noun			house,buildings				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
akloː	line		noun							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
ako	hot		adjective							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
akʌ	cold		adjective							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
akʌlu	voice		noun	kʌlu						TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
akʌlu do 	loud voice		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
alæː	blue		adjective			color				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
alʊʔ	purple		adjective			color				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
amĩ	ripe		adjective							TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
apʰɔkʰo	outside		adposition			locations				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
apʰɔkʰoː	up		adverb							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
apʰɔla	under		adposition							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
apʰo	inside		adposition			locations				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
apʰu	in		adposition							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
apukwi	ago		adverb							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
apukwi	past 		noun							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
aʁe	beautiful		adjective	aʁila						TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
aʁe	dry		adjective							TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
aʁe	good		adjective							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awa	husband		noun			people				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awa	white		adjective			color				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awæː	white		adjective			color				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awe ha lʌ taleha alɔ	he/she walks in the park		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awe pokʰwa aθa dəkʊba	he is not happy		phrase			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
awe pokʰwa aθa təpwiba	he is not happy		phrase			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
awe pomu aθa dəʔʊʔba	she is not sad		phrase			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
awe pomu aθasʰʌsʰʌ dɔ pʰoθa	she is patient with the children		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
awe pomu aθaʔʊ	she is sad		phrase			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
awe pomu ha kʰlekʰle	she walks quickly		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awe pomu ha klekle lʌ talehaɾa alɔ	she walks quickly in the park		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awe θə nɪː	someone is laughing		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aweː lulɑ	he pours		phrase	aweː lulɔ						ETP	LLF			9/17/2012	MonSept17of2012Classroom		1	Computer & 32GB Flashdrive	Fall 2012
awɛ	he/she		pronoun							TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa	he		pronoun							TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa haʔ t͡ʃijilile	How long ago did he leave?		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa kʰwɛ pʰuda baʔʌ	he sweeps a dirty floor		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa lesʰu tasahiʔ	he goes to the hospital		phrase			health				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa sʰiʔ	he runs		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa təblɔtəkʰɔ lesʰu tasahiʔ	he goes to the hospital often		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa t͡ʃʰi komũnĩ	he runs every day		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa ʔɔ	he drinks		phrase			food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa ʔɔ kəθutʰi ʌko dəkwa	he eats a bowl of hot soup		phrase			food				TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa ʔe awɛ pomu	he loves her		phrase			emotions				NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa θe lɔkʰɔː 	he washes dishes		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa χe	he runs		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa χe kʰlekʰle komũnĩ	he runs quickly every day		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa χe kʰlekʰle komũnĩ lʌ talehata ʔalɔ	he runs quickly in the park every day		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pokʰwa χe komũnĩ	he runs every day		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pomu haː	she walks		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pomu kʰwɛ pʰuda dɔ nɔkʰwɛ	she sweeps the floor with a broom		phrase			house				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pomu klɔlɔː θabaːwɔti ăplʌ təʃiː	she chops ten carrots		phrase			food				TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ pomu ko akʰa pʰɛlɛ	when did she call?		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ ʔɔ lapatʰi ət͡ʃʌ	he/she drinks sweet tea		phrase			food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛ ʔe ʔɔ	he/she loves him/her		phrase			emotions				NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
awɛ ʔeba awɛ pomu	he is in love with her		phrase			emotions				NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
awɛ ʔeba ʔɔ	he/she is in love with him/her		phrase			emotions				NB	LLF			10/31/2012	WedOct314pmMrNayBluHannahLucia		2	Computer & 32GB Flashdrive	Fall 2012
awɛ θe hɒ	someone is crying		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
awɛ θe kʰwɛ pʰuda baʔʌ dɔ nɔkʰwɛ	they sweep the dirty floor with a broom		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ θe ʔɔ kəθutʰi ʌkɯ dəkwa	they eat a bowl of cold soup		phrase							TS	LLF			10/1/2012	MonOct1of2012Classroom2pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛ θi	they		pronoun	awɛ θe						TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛ θi ʔɔ	they drink		phrase							TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛ θi ʔɔ kɔfi ʌkli	they drink cold coffee		phrase				awɛ θi ʔɔ kɔfi ʌkʌ			TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
awɛθe ʃɔlɔta ɲa dɔ ɗɔ	they slice meat with a dull knife		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
awɛθe θexʊ lɔkʰɔː dɔːdu	they wash many dishes		phrase							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
axa	brown		adjective			color				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aʔɪ	this is 		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aʔɪ mele dɔ olʌ sʰɔnɔko apʰɔko	There is a book on the table		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aʔɪ pwa taɰa olʌ hi pʰu	there is a person in the house		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aʔɪ pwakəɲo olʌ hi pʰu	there are people in the house		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aʔɪ taʔʊ olʌ θekiː	there is a monkey in the tree		phrase							TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aθa	each other		noun							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
aθa	fruit		noun	θa		plants,food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
aθa aθiθo	green fruit		phrase			plants,food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
aθake	between		adposition							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
aθaʔʊ	sad		adjective			emotions				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
aθiθo	green (not ripe)		adjective			plants,food				TS	LLF			9/26/2012	WedSept26OfficeMsTriSaLuciaJulia		1	Computer & 32GB Flashdrive	Fall 2012
aθwi	bird nest		noun			animals				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
baʔəː	dirty		adjective							ETP	LLF			9/17/2012	MonSept17of2012OfficeMrPweeAmyLuciaGunnar		1	Computer & 32GB Flashdrive	Fall 2012
baʔʊ	dirty		adjective							TS	LLF			10/3/2012	WedOct3of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
baθa	want		verb							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bɔlɛ	sea		noun			locations,nature				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bɔlɛkʰlo	seashell		noun			nature	kʰlobɔlɛ			TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bɔlɛni	beach		noun			locations				TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bɔlɛni ʔɪ batakabʌ ʔɔlə tʰɨχɨʔ	the whole beach was covered in seaweed		phrase							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bɔθo	tiger		noun	bɔθoʔo		animals				TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bətɛː	we talk		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bətɛda kʰeʔi	we talk right now		phrase							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
beʔ	CLASSIFIER	used with furniture	classifier							TS	LLF			10/24/2012	WedOct24OfficeMsTriSaat1pm		1	Computer & 32GB Flashdrive	Fall 2012
bolʌ	near		adposition			locations				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
budɔ	near		adposition			locations				TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bukɪθa	corn		noun			food,plants				TS	LLF			10/31/2012	WedOct31of2012MsTriSaat12pm		2	Computer & 32GB Flashdrive	Fall 2012
bʌʃʌ	different		adjective							TS	LLF			10/10/2012	WedOct10of2012at1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa	person		noun			people				NB	LLF			9/24/2012	MonSept24Classroom		1	Computer & 32GB Flashdrive	Fall 2012
bwa aɰa ʔɔ θadɔ wiː	a lot of people like shrimp		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa aɰa ʔotʰəkolʌ akloː	many people wait in line		phrase							TS	LLF			10/17/2012	WedOct172012OfficeLucia1pm		1	Computer & 32GB Flashdrive	Fall 2012
bwa nɔtʰɒ	tall person		phrase							NB	LLF			9/24/2012	MonSept24Classroom		1	Computer & 32GB Flashdrive	Fall 2012
